NCBI	CommonName
7429.1	VIL1
80036.1	TRPM3
908.1	CCT6A
85363.1	TRIM5
2675.1	GFRA2
3660.1	IRF2
23205.1	ACSBG1
10328.1	COX4NB
57097.1	PARP11
8440.1	NCK2
1854.1	DUT
124936.1	CYB5D2
1470.1	CST2
8688.1	KRT37
83447.1	SLC25A31
5948.1	RBP2
79072.1	FASTKD3
22889.1	KIAA0907
3083.1	HGFAC
81033.1	KCNH6
25.1	ABL1
23196.1	FAM120A
5788.1	PTPRC
140625.1	ACTRT2
1548.1	CYP2A6
4907.1	NT5E
9096.1	TBX18
2633.1	GBP1
55544.1	RBM38
83903.1	GSG2
5692.1	PSMB4
8091.1	HMGA2
3080.1	CFHR2
54843.1	SYTL2
94103.1	ORMDL3
10069.1	RWDD2B
55527.1	FEM1A
55014.1	STX17
3448.1	IFNA14
10231.1	RCAN2
25831.1	HECTD1
11056.1	DDX52
3624.1	INHBA
3055.1	HCK
8751.1	ADAM15
55346.1	TCP11L1
115861.1	NXNL1
665.1	BNIP3L
23335.1	WDR7
26817.1	RNU34
200059.1	RALGPS2
51571.1	FAM49B
9578.1	CDC42BPB
56833.1	SLAMF8
84572.1	GNPTG
60677.1	BRUNOL6
9973.1	CCS
4499.1	MT1G
10672.1	GNA13
22897.1	CEP164
11081.1	KERA
6780.1	STAU1
2030.1	SLC29A1
1130.1	LYST
23197.1	FAF2
51660.1	MPC1
84807.1	NFKBID
8449.1	DHX16
63948.1	DMRTB1
9093.1	DNAJA3
552.1	AVPR1A
5733.1	PTGER3
2889.1	RAPGEF1
27072.1	VPS41
64925.1	CCDC71
10089.1	KCNK7
9175.1	MAP3K13
51054.1	PLEKHA9
7587.1	ZNF37A
81631.1	MAP1LC3B
6369.1	CCL24
7529.1	YWHAB
83892.1	KCTD10
144699.1	FBXL14
7932.1	OR2H3
843.1	CASP10
79755.1	ZNF750
10975.1	UQCR
55630.1	SLC39A4
246725.1	LOC246725
57486.1	NLN
9202.1	ZMYM4
56955.1	MEPE
6737.1	TRIM21
319100.1	TAAR6
84883.1	AIFM2
7266.1	DNAJC7
1103.1	CHAT
29058.1	C20orf30
23301.1	EHBP1
3990.1	LIPC
9472.1	AKAP6
246721.1	POLR2J2
11337.1	GABARAP
114928.1	GPRASP2
54558.1	SPATA6
51809.1	GALNT7
55171.1	TBCCD1
79414.1	LRFN3
51027.1	BOLA1
1192.1	CLIC1
5380.1	PMS2L2
91057.1	CCDC34
26054.1	SENP6
121551.1	BTBD11
90799.1	CCDC45
81849.1	ST6GALNAC5
29095.1	ORMDL2
7037.1	TFRC
776.1	CACNA1D
51535.1	PPHLN1
2776.1	GNAQ
51363.1	CHST15
1861.1	TOR1A
1357.1	CPA1
58510.1	NPHS1
55237.1	C14orf115
55729.1	ATF7IP
65977.1	PLEKHA3
8165.1	AKAP1
8581.1	LY6D
9133.1	CCNB2
123283.1	TARSL2
28971.1	C11orf67
1109.1	AKR1C4
9521.1	EEF1E1
91894.1	C11orf52
3437.1	IFIT3
79818.1	ZNF552
939.1	CD27
57822.1	GRHL3
6905.1	TBCE
6278.1	S100A7
23038.1	WDTC1
5339.1	PLEC1
5934.1	RBL2
2168.1	FABP1
7783.1	ZP2
3866.1	KRT15
4052.1	LTBP1
5073.1	PARN
80324.1	PUS1
63876.1	PKNOX2
6013.1	RLN1
151636.1	DTX3L
4712.1	NDUFB6
8626.1	TP63
79269.1	WDR32
84612.1	PARD6B
2215.1	FCGR3B
54530.1	DENND1B
3231.1	HOXD1
10557.1	RPP38
5036.1	PA2G4
889.1	KRIT1
7528.1	YY1
4794.1	NFKBIE
7691.1	ZNF132
92126.1	DSEL
55028.1	C17orf80
94134.1	ARHGAP12
23446.1	SLC44A1
3761.1	KCNJ4
283171.1	C11orf44
359.1	AQP2
2131.1	EXT1
54995.1	OXSM
1307.1	COL16A1
7350.1	UCP1
170627.1	XAGE5
50700.1	RDH8
57602.1	USP36
1809.1	DPYSL3
54805.1	CNNM2
4355.1	MPP2
4057.1	LTF
8728.1	ADAM19
3361.1	HTR5A
10451.1	VAV3
287015.1	TRIM42
9394.1	HS6ST1
3568.1	IL5RA
10892.1	MALT1
1960.1	EGR3
11282.1	MGAT4B
132299.1	OCIAD2
2244.1	FGB
129080.1	EMID1
9619.1	ABCG1
63892.1	THADA
11075.1	STMN2
1834.1	DSPP
1135.1	CHRNA2
114088.1	TRIM9
8170.1	SLC14A2
26692.1	OR2W1
55859.1	BEX1
2103.1	ESRRB
25928.1	SOSTDC1
121506.1	ERP27
221184.1	CPNE2
2712.1	GK2
533.1	ATP6V0B
3756.1	KCNH1
83638.1	C11orf68
1969.1	EPHA2
22947.1	DUX4
115024.1	NT5C3L
7046.1	TGFBR1
53981.1	CPSF2
2022.1	ENG
1536.1	CYBB
5111.1	PCNA
9547.1	CXCL14
5261.1	PHKG2
4159.1	MC3R
3549.1	IHH
6517.1	SLC2A4
203328.1	SUSD3
857.1	CAV1
222256.1	CDH28
134553.1	C5orf24
4722.1	PTPMT1
25929.1	GEMIN5
5648.1	MASP1
5919.1	RARRES2
55283.1	MCOLN3
51312.1	SLC25A37
80004.1	ESRP2
9827.1	RGP1
26277.1	TINF2
124923.1	SGK494
25782.1	RAB3GAP2
4054.1	LTBP3
3606.1	IL18
162681.1	C18orf54
7366.1	UGT2B15
26002.1	MOXD1
27133.1	KCNH5
1113.1	CHGA
4881.1	NPR1
7903.1	ST8SIA4
6535.1	SLC6A8
9044.1	BTAF1
6293.1	VPS52
10606.1	PAICS
2110.1	ETFDH
56.1	ACRV1
84522.1	JAGN1
2295.1	FOXF2
9806.1	SPOCK2
7428.1	VHL
140809.1	SRXN1
7273.1	TTN
80125.1	CCDC33
10159.1	ATP6AP2
712.1	C1QA
3101.1	HK3
203228.1	C9orf72
4099.1	MAG
84932.1	RAB2B
55816.1	DOK5
9852.1	EPM2AIP1
1615.1	DARS
2773.1	GNAI3
205.1	AK4
54207.1	KCNK10
27230.1	SERP1
22876.1	INPP5F
8636.1	SSNA1
90956.1	ADCK2
54928.1	IMPAD1
9986.1	RCE1
51305.1	KCNK9
97.1	ACYP1
839.1	CASP6
7518.1	XRCC4
10036.1	CHAF1A
80319.1	CXXC4
91.1	ACVR1B
3931.1	LCAT
7334.1	UBE2N
116984.1	ARAP2
79813.1	Eu-HMTase1
6332.1	SCN7A
9275.1	BCL7B
5218.1	PFTK1
55798.1	METTL2B
2557.1	GABRA4
79898.1	FLJ13590
3696.1	ITGB8
125144.1	C17orf45
80045.1	GPR157
5587.1	PRKD1
2916.1	GRM6
4750.1	NEK1
91975.1	ZNF300
8500.1	PPFIA1
64710.1	NUCKS1
2011.1	MARK2
55246.1	CCDC25
1490.1	CTGF
5026.1	P2RX5
57524.1	CASKIN1
460.1	ASTN1
7213.1	TRMI2
26151.1	NAT9
29090.1	C18orf55
29843.1	SENP1
55969.1	C20orf24
187.1	APLNR
90589.1	ZNF625
27101.1	CACYBP
7101.1	NR2E1
146050.1	ZSCAN29
54474.1	KRT20
57094.1	CPA6
7712.1	ZNF157
4830.1	NME1
7799.1	PRDM2
140545.1	RNF32
54680.1	ZNHIT6
202559.1	KHDRBS2
115416.1	C7orf30
84142.1	FAM175A
1965.1	EIF2S1
1185.1	CLCN6
29911.1	HOOK2
2287.1	FKBP3
4343.1	MOV10
55425.1	KIAA1704
9727.1	RAB11FIP3
570.1	BAAT
10417.1	SPON2
115811.1	IQCD
7173.1	TPO
54862.1	CC2D1A
63929.1	XPNPEP3
83935.1	TMEM133
8600.1	TNFSF11
285315.1	C3orf33
165082.1	GPR113
50804.1	MYEF2
6561.1	SLC13A1
6406.1	SEMG1
55647.1	RAB20
51585.1	PCF11
81932.1	HDHD3
3108.1	HLA-DMA
2635.1	GBP3
1520.1	CTSS
2267.1	FGL1
7401.1	CLRN1
5432.1	POLR2C
8328.1	GFI1B
83855.1	KLF16
6004.1	RGS16
2252.1	FGF7
9772.1	KIAA0195
54820.1	NDE1
116039.1	OSR2
29802.1	VPREB3
6764.1	ST5
2077.1	ERF
2738.1	GLI4
9180.1	OSMR
145483.1	FAM161B
595.1	CCND1
79036.1	C19orf50
3895.1	KTN1
5434.1	POLR2E
57180.1	ACTR3B
4513.1	MT-CO2
90649.1	ZNF66
8473.1	OGT
9904.1	RBM19
9140.1	ATG12
27330.1	RPS6KA6
8476.1	CDC42BPA
10632.1	ATP5L
146722.1	NKIR
65123.1	INTS3
5042.1	PABPC3
9343.1	EFTUD2
9303.1	RNU25
83901.1	KRTAP9-8
51619.1	UBE2D4
7104.1	TM4SF4
81552.1	ECOP
56477.1	CCL28
1942.1	EFNA1
3110.1	MNX1
85478.1	CCDC65
5167.1	ENPP1
28956.1	ROBLD3
1912.1	PHC2
23166.1	STAB1
7458.1	EIF4H
196074.1	METT5D1
132720.1	C4orf32
759.1	CA1
26206.1	SPAG8
168374.1	ZNF92
51582.1	AZIN1
10726.1	NUDC
835.1	CASP2
6156.1	RPL30
1184.1	CLCN5
57834.1	CYP4F11
3099.1	HK2
80336.1	PABPC1L
7475.1	WNT6
10548.1	TM9SF1
55716.1	LMBR1L
55138.1	FAM90A1
147687.1	ZNF417
57538.1	ALPK3
115708.1	TRMT61A
1088.1	CEACAM8
129401.1	NUP35
5596.1	MAPK4
8785.1	MATN4
81839.1	VANGL1
29851.1	ICOS
72.1	ACTG2
141.1	ADPRH
26507.1	CNNM1
11151.1	CORO1A
3725.1	JUN
5798.1	PTPRN
26528.1	DAZAP1
51659.1	GINS2
221120.1	ALKBH3
1671.1	DEFA6
8559.1	PRPF18
3223.1	HOXC6
2116.1	ETV2
2535.1	FZD2
5189.1	PEX1
150094.1	SIK1
6309.1	SC5DL
831.1	CAST
3346.1	HTN1
2049.1	EPHB3
4478.1	MSN
53918.1	PELO
6596.1	HLTF
84941.1	HSH2D
8692.1	HYAL2
51018.1	RRP15
6047.1	RNF4
54579.1	UGT1A5
3698.1	ITIH2
29907.1	SNX15
84687.1	PPP1R9B
197370.1	NSMCE1
5201.1	PFDN1
136332.1	LRGUK
9891.1	NUAK1
60468.1	BACH2
284406.1	ZFP82
29954.1	POMT2
3821.1	KLRC1
79098.1	SARG
6429.1	SFRS4
8932.1	MBD2
5531.1	PPP4C
7381.1	UQCRB
57718.1	PPP4R4
23228.1	PLCL2
4717.1	NDUFC1
7597.1	ZBTB25
51710.1	ZNF44
1984.1	EIF5A
83854.1	ANGPTL6
2677.1	GGCX
9437.1	NCR1
23170.1	TTLL12
1915.1	EEF1A1
8314.1	BAP1
4973.1	OLR1
3960.1	LGALS4
56164.1	STK31
2891.1	GRIA2
8074.1	FGF23
6821.1	SUOX
4864.1	NPC1
25841.1	ABTB2
83953.1	FCAMR
151871.1	DPPA2
143.1	PARP4
5698.1	PSMB9
1767.1	DNAH5
366.1	AQP9
51379.1	CRLF3
64321.1	SOX17
9770.1	RASSF2
10220.1	GDF11
6166.1	RPL36AL
29999.1	FSCN3
55156.1	ARMC1
9282.1	MED14
7555.1	CNBP
55673.1	CUEDC1
125972.1	CALR3
1236.1	CCR7
51274.1	KLF3
6423.1	SFRP2
6451.1	SH3BGRL
5054.1	SERPINE1
55127.1	HEATR1
10095.1	ARPC1B
11320.1	MGAT4A
150290.1	DUSP18
4909.1	NTF4
64112.1	MOAP1
416.1	ARSF
6354.1	CCL7
2743.1	GLRB
2059.1	EPS8
92359.1	CRB3
55728.1	N4BP2
163590.1	TOR1AIP2
5317.1	PKP1
81929.1	SEH1L
6230.1	RPS25
2056.1	EPO
629.1	BF
81556.1	C15orf44
8747.1	ADAM21
9235.1	IL32
9525.1	VPS4B
10694.1	CCT8
127435.1	PODN
6876.1	TAGLN
23640.1	HSPBP1
2356.1	FPGS
25945.1	NECTIN3
5651.1	PRSS7
7553.1	ZNF7
3933.1	LCN1
3476.1	IGBP1
64080.1	RBKS
2202.1	EFEMP1
5116.1	PCNT
91133.1	L3MBTL4
51260.1	CXorf26
26015.1	RPAP1
56834.1	GPR137
2787.1	GNG5
7534.1	YWHAZ
7047.1	TGM4
3215.1	HOXB5
1439.1	CSF2RB
9429.1	ABCG2
144193.1	AMDHD1
9992.1	KCNE2
6615.1	SNAI1
29081.1	METTL5
27148.1	STK36
64783.1	RBM15
51283.1	BFAR
55712.1	EFHC1
22823.1	MTF2
1821.1	DRP2
80137.1	KLHL29
55701.1	SOLO
4238.1	MFAP3
84337.1	ELOF1
80331.1	DNAJC5
29882.1	ANAPC2
79365.1	BHLHE41
4885.1	NPTX2
200539.1	ANKRD23
2057.1	EPOR
4869.1	NPM1
55165.1	CEP55
246243.1	RNASEH1
7517.1	XRCC3
10825.1	NEU3
79734.1	KCTD17
10786.1	SLC17A3
6581.1	SLC22A3
2934.1	GSN
11266.1	DUSP12
79605.1	PGBD5
2044.1	EPHA5
84335.1	IL4I1
10420.1	TESK2
1463.1	NCAN
10494.1	STK25
10184.1	LHFPL2
2038.1	EPB42
60561.1	RINT1
642.1	BLMH
6649.1	SOD3
64837.1	KLC2
140689.1	CBLN4
27127.1	SMC1B
1876.1	E2F6
25796.1	PGLS
7422.1	VEGFA
57819.1	LSM2
84790.1	TUBA1C
10063.1	COX17
1237.1	CCR8
54538.1	ROBO4
83741.1	TFAP2D
54985.1	HCFC1R1
9833.1	MELK
377.1	ARF3
9356.1	SLC22A8
8787.1	RGS9
5994.1	RFXAP
4067.1	LYN
137492.1	VPS37A
64211.1	LHX5
80133.1	C1orf129
55006.1	TRMT61B
27197.1	GPR82
2888.1	GRB14
2539.1	G6PD
83860.1	TAF3
27341.1	RRP7A
23639.1	LRRC6
91768.1	CABLES1
79952.1	RIN3
65059.1	RAPH1
11137.1	PWP1
1645.1	AKR1C1
56965.1	PARP6
6943.1	TCF21
8867.1	SYNJ1
7029.1	TFDP2
5830.1	PEX5
8884.1	SLC5A6
4477.1	MSMB
146434.1	ZNF597
84181.1	CHD6
788.1	SLC25A20
680.1	BRS3
1428.1	CRYM
6614.1	SIGLEC1
159491.1	LOC159491
5228.1	PGF
23604.1	DAPK2
129807.1	NEU4
63933.1	CCDC90A
26576.1	STK23
8227.1	DXYS155E
9469.1	CHST3
135932.1	TMEM139
5901.1	RAN
204801.1	NLRP11
10600.1	USP16
54504.1	CPVL
84264.1	HAGHL
3607.1	FOXK2
22913.1	RALY
54987.1	C1orf123
5672.1	PSG9
6208.1	RPS14
10860.1	TPBG
3840.1	KPNA4
7317.1	UBA1
81565.1	NDEL1
51208.1	CLDN18
8218.1	CLTCL1
1797.1	DOM3Z
51004.1	COQ6
55830.1	GLT8D1
9487.1	PIGL
220042.1	NOXIN
1781.1	DYNC1I2
27309.1	ZNF330
80237.1	ELL3
341.1	APOC1
55256.1	ADI1
26031.1	OSBPL3
11043.1	MID2
90693.1	CCDC126
4121.1	MAN1A1
5961.1	PRPH2
9277.1	WDR46
7549.1	ZNF2
6659.1	SOX4
871.1	SERPINH1
3646.1	EIF3E
4628.1	MYH10
9733.1	SART3
3158.1	HMGCS2
3635.1	INPP5D
114.1	ADCY8
3655.1	ITGA6
8470.1	SORBS2
2995.1	GYPC
2160.1	F11
84062.1	DTNBP1
55775.1	TDP1
147657.1	ZNF480
29959.1	NRBP1
112398.1	EGLN2
5435.1	POLR2F
7032.1	TFF2
124402.1	FAM100A
10971.1	YWHAQ
336.1	APOA2
10916.1	MAGED2
51455.1	REV1
9994.1	CASP8AP2
1962.1	EHHADH
80178.1	C16orf59
6476.1	SI
924.1	CD7
51060.1	TXNDC12
84896.1	ATAD1
283080.1	C10orf126
127428.1	C1orf83
2010.1	EMD
113510.1	HELQ
79833.1	GEMIN6
55236.1	UBA6
138428.1	PTRH1
5195.1	PEX14
92521.1	CYTSB
8434.1	RECK
56947.1	MFF
4818.1	NKG7
114026.1	ZIM3
11231.1	SEC63
4687.1	NCF1
5193.1	PEX12
144577.1	C12orf66
23543.1	RBM9
5266.1	PI3
56914.1	OTOR
7472.1	WNT2
26051.1	PPP1R16B
84188.1	FAR1
83544.1	DNAL1
5908.1	RAP1B
26018.1	LRIG1
57086.1	COL8A1
125228.1	FAM210A
7941.1	PLA2G7
79567.1	FAM65A
5346.1	PLIN
4353.1	MPO
10681.1	GNB5
443.1	ASPA
6137.1	RPL13
51036.1	RARB
9051.1	PSTPIP1
5305.1	PIP4K2A
815.1	CAMK2A
64581.1	CLEC7A
54857.1	GDPD2
6783.1	SULT1E1
9817.1	KEAP1
90346.1	ZNF614
5992.1	RFX4
7184.1	HSP90B1
5048.1	PAFAH1B1
163126.1	EID2
55558.1	PLXNA3
521.1	ATP5I
51032.1	CELA2B
23637.1	RABGAP1
6579.1	SLCO1A2
7070.1	THY1
170063.1	CXorf22
6564.1	SLC15A1
8427.1	ZNF282
79939.1	SLC35E1
5314.1	PKHD1
64090.1	GAL3ST2
84913.1	ATOH8
57669.1	EPB41L5
50487.1	PLA2G3
10100.1	TSPAN2
59350.1	RXFP1
9290.1	GPR55
6382.1	SDC1
506.1	ATP5B
23399.1	DULLARD
55015.1	PRPF39
256130.1	TMEM196
80835.1	TAS1R1
151835.1	CPNE9
5609.1	MAP2K7
64240.1	ABCG5
9943.1	OXSR1
25901.1	CCDC28A
4549.1	MT-RNR1
249.1	ALPL
820.1	CAMP
3033.1	HADH
55613.1	MTMR8
2810.1	SFN
25876.1	SPEF1
80820.1	EEPD1
1356.1	CP
333.1	APLP1
1678.1	TIMM8A
6532.1	SLC6A4
199745.1	THAP8
6875.1	TAF4B
2395.1	FXN
25902.1	MTHFD1L
140880.1	CST11
7696.1	ZNF137
10294.1	DNAJA2
54891.1	INO80D
284656.1	EPHA10
10929.1	SFRS2B
25939.1	SAMHD1
5252.1	PHF1
8190.1	MIA
10567.1	RABAC1
59353.1	TMEM35
1213.1	CLTC
7741.1	ZNF187
7733.1	ZNF180
64844.1	MARCH7
10527.1	IPO7
9607.1	CARTPT
150.1	ADRA2A
10001.1	MED6
10954.1	PDIA5
8323.1	FZD6
57108.1	SETD8
27018.1	NGFRAP1
3859.1	KRT12
10246.1	SLC17A2
63932.1	CXorf56
3678.1	ITGA5
115950.1	ZNF653
4935.1	GPR143
83475.1	DOHH
200150.1	PLD5
84727.1	SPSB2
4017.1	LOXL2
115761.1	ARL11
389.1	PPM1J
80344.1	WDR23
85313.1	PPIL4
9118.1	INA
55854.1	ZC3H15
10761.1	PLAC1
54811.1	ZNF562
1119.1	CHKA
3508.1	IGHMBP2
9114.1	ATP6V0D1
5939.1	RBMS2
3135.1	HLA-G
54749.1	EPDR1
140890.1	SFRS12
9978.1	RBX1
79782.1	LRRC31
4711.1	NDUFB5
51409.1	HEMK1
8493.1	PPM1D
53371.1	NUP54
2829.1	XCR1
115908.1	CTHRC1
28972.1	SPCS1
2660.1	MSTN
266629.1	SEC14L3
57864.1	SLC46A2
183.1	AGT
114905.1	C1QTNF7
9882.1	TBC1D4
30819.1	KCNIP2
4324.1	MMP15
7130.1	TNFAIP6
2981.1	GUCA2B
55610.1	CCDC132
6129.1	RPL7
262.1	AMD1
55731.1	C17orf63
5916.1	RARG
205860.1	TRIML2
51542.1	VPS54
5563.1	PRKAA2
5393.1	EXOSC9
9865.1	KIAA0644
79735.1	TBC1D17
8766.1	RAB11A
11132.1	CAPN10
79054.1	TRPM8
55249.1	YY1AP1
3645.1	INSRR
7351.1	UCP2
4118.1	MAL
4063.1	LY9
57381.1	RHOJ
64417.1	C5orf28
83875.1	BCO2
9149.1	DYRK1B
55133.1	SRBD1
55195.1	C14orf105
51569.1	UFM1
10776.1	ARPP19
171019.1	ADAMTS19
27111.1	SDCBP2
55290.1	BRF2
4645.1	MYO5B
92922.1	CCDC102A
2150.1	F2RL1
84527.1	ZNF559
9120.1	SLC16A6
55299.1	BXDC2
7629.1	ZNF76
11189.1	TNRC4
862.1	RUNX1T1
811.1	CALR
6874.1	TAF4
157869.1	RPESP
6756.1	SSX1
7356.1	SCGB1A1
4694.1	NDUFA1
9126.1	SMC3
55778.1	ZNF839
23016.1	EXOSC7
3423.1	IDS
2302.1	FOXJ1
9266.1	CYTH2
64114.1	TMBIM1
4848.1	CNOT2
406.1	ARNTL
4137.1	MAPT
84616.1	KRTAP4-4
10621.1	POLR3F
10447.1	FAM3C
51115.1	FAM82B
8050.1	PDHX
203102.1	ADAM18
50613.1	UBQLN3
51174.1	TUBD1
9173.1	IL1RL1
158427.1	C9orf97
925.1	CD8A
10166.1	SLC25A15
25828.1	TXN2
1071.1	CETP
1263.1	PLK3
113419.1	TEX261
27288.1	RBMXL2
79541.1	OR2A4
4049.1	LTA
84836.1	ABHD14B
91289.1	LMF2
84837.1	C14orf128
8727.1	CTNNAL1
121504.1	HIST1H4J
56918.1	C2orf83
26056.1	RAB11FIP5
4062.1	LY6H
79190.1	IRX6
466.1	ATF1
79153.1	GDPD3
995.1	CDC25C
1588.1	CYP19A1
84900.1	RNFT2
57175.1	CORO1B
65266.1	WNK4
285613.1	RELL2
3699.1	ITIH3
10430.1	TMEM147
51539.1	KBTBD4
866.1	SERPINA6
5716.1	PSMD10
5062.1	PAK2
55209.1	SETD5
200576.1	PIKFYVE
10955.1	SERINC3
6231.1	RPS26
6892.1	TAPBP
4085.1	MAD2L1
7226.1	TRPM2
84070.1	FAM186B
93145.1	OLFM2
6187.1	RPS2
1404.1	HAPLN1
5469.1	MED1
11186.1	RASSF1
8838.1	WISP3
57530.1	CGN
6059.1	ABCE1
9031.1	BAZ1B
26022.1	TMEM98
963.1	CD53
1261.1	CNGA3
6295.1	SAG
6558.1	SLC12A2
2902.1	GRIN1
6817.1	SULT1A1
153443.1	SRFBP1
7702.1	ZNF143
7471.1	WNT1
10486.1	CAP2
91452.1	ACBD5
116988.1	AGAP3
81858.1	SHARPIN
7581.1	ZNF37A
150275.1	CCDC117
8720.1	MBTPS1
8448.1	DOC2A
1967.1	EIF2B1
4257.1	MGST1
10935.1	PRDX3
7543.1	ZFX
84285.1	EIF1AD
3718.1	JAK3
22921.1	MSRB2
5013.1	OTX1
167838.1	TXLNB
10247.1	HRSP12
54436.1	SH3TC1
10648.1	SCGB1D1
23492.1	CBX7
117245.1	HRASLS5
5623.1	PSPN
8898.1	MTMR2
1605.1	DAG1
85025.1	TMEM60
1607.1	DGKB
80325.1	ABTB1
2191.1	FAP
79694.1	MANEA
10133.1	OPTN
56750.1	BARHL2
23416.1	KCNH3
107.1	ADCY1
84696.1	ABHD1
729.1	C6
10112.1	KIF20A
356.1	FASLG
55471.1	C2orf56
7498.1	XDH
51203.1	NUSAP1
27289.1	RND1
1102.1	RCBTB2
51005.1	AMDHD2
324.1	APC
79956.1	ERMP1
9097.1	USP14
1104.1	RCC1
79724.1	ZNF768
330.1	BIRC3
56931.1	DUS3L
54800.1	KLHL24
9034.1	CCRL2
10332.1	CLEC4M
3801.1	KIFC3
2222.1	FDFT1
6725.1	SRMS
124872.1	B4GALNT2
6355.1	CCL8
8819.1	SAP30
7289.1	TULP3
53340.1	SPA17
84958.1	SYTL1
2304.1	FOXE1
3111.1	HLA-DOA
8597.1	OR2D2
128853.1	DUSP15
3988.1	LIPA
6717.1	SRI
4700.1	NDUFA6
83448.1	PUS7L
55748.1	CNDP2
5707.1	PSMD1
4685.1	NCAM2
10943.1	MSL3
55900.1	ZNF302
27344.1	PCSK1N
8021.1	NUP214
140459.1	ASB6
7005.1	TEAD3
2926.1	GRSF1
84750.1	FUT10
55289.1	ACOXL
3049.1	HBQ1
2793.1	GNGT2
1910.1	EDNRB
8987.1	STBD1
1068.1	CETN1
1827.1	RCAN1
83259.1	PCDH11Y
5376.1	PMP22
8653.1	DDX3Y
10327.1	AKR1A1
56341.1	PRMT8
11079.1	RER1
5519.1	PPP2R1B
6720.1	SREBF1
51298.1	THEG
58191.1	CXCL16
55526.1	DHTKD1
10571.1	SMA3
191.1	AHCY
3376.1	IARS
8534.1	CHST1
81930.1	KIF18A
23460.1	ABCA6
23462.1	HEY1
747.1	DAGLA
2068.1	ERCC2
57205.1	ATP10D
7385.1	UQCRC2
3422.1	IDI1
64518.1	TEKT3
4088.1	SMAD3
9527.1	GOSR1
327.1	APEH
56994.1	CHPT1
10130.1	PDIA6
2906.1	GRIN2D
770.1	CA11
56995.1	TULP4
9377.1	COX5A
2849.1	GPR26
80341.1	BPIL1
9265.1	CYTH3
1787.1	TRDMT1
100862685.1	ERVK-19
54878.1	DPP8
26007.1	DAK
6665.1	SOX15
1118.1	CHIT1
23519.1	ANP32D
116379.1	IL22RA2
1856.1	DVL2
4643.1	MYO1E
6711.1	SPTBN1
27156.1	RTDR1
23598.1	PATZ1
6890.1	TAP1
8161.1	COIL
23012.1	STK38L
111.1	ADCY5
778.1	CACNA1F
8438.1	RAD54L
50853.1	VILL
121214.1	SDR9C7
5210.1	PFKFB4
3455.1	IFNAR2
51008.1	ASCC1
3054.1	HCFC1
55211.1	DPPA4
8687.1	KRT38
84838.1	ZNF496
79056.1	PRRG4
51442.1	VGLL1
2582.1	GALE
159.1	ADSS
140801.1	RPL10L
83639.1	TEX101
96764.1	TGS1
55970.1	GNG12
55142.1	HAUS2
26471.1	NUPR1
182.1	JAG1
6398.1	SECTM1
63934.1	ZNF582
5747.1	PTK2
64928.1	MRPL14
3191.1	HNRNPL
4287.1	ATXN3
4240.1	MFGE8
22985.1	ACIN1
3202.1	HOXA5
56033.1	BARX1
1018.1	CDK3
9255.1	AIMP1
118813.1	ZFYVE27
220.1	ALDH1A3
6433.1	SFRS8
51465.1	UBE2J1
9474.1	ATG5
8909.1	P11
57567.1	ZNF319
5058.1	PAK1
6657.1	SOX2
85480.1	TSLP
58508.1	MLL3
6341.1	SCO1
1504.1	CTRB2
1796.1	DOK1
4617.1	MYF5
64098.1	PARVG
64750.1	SMURF2
1879.1	EBF1
1029.1	CDKN2A
4801.1	NFYB
3676.1	ITGA4
29800.1	ZDHHC1
55556.1	ENOSF1
9681.1	DEPDC5
3008.1	HIST1H1E
165721.1	DNAJB8
51128.1	SAR1B
54965.1	PIGX
5243.1	ABCB1
10972.1	TMED10
1268.1	CNR1
51778.1	MYOZ2
1832.1	DSP
50624.1	CUZD1
8707.1	B3GALT2
30013.1	S100A11P
282808.1	RAB40AL
5999.1	RGS4
8554.1	PIAS1
124935.1	SLC43A2
3763.1	KCNJ6
257101.1	ZNF683
11309.1	SLCO2B1
126326.1	GIPC3
1758.1	DMP1
79363.1	C1orf89
5525.1	PPP2R5A
114757.1	CYGB
432.1	ASGR1
54363.1	HAO1
53832.1	IL20RA
9435.1	CHST2
79984.1	CES3
23765.1	IL17RA
30012.1	TLX3
53840.1	TRIM34
58495.1	OVOL2
79097.1	TRIM48
5150.1	PDE7A
26959.1	HBP1
1028.1	CDKN1C
290.1	ANPEP
30827.1	CXXC1
5414.1	SEPT4
56889.1	TM9SF3
84692.1	CCDC54
5984.1	RFC4
X57331.1	IGHD
57657.1	HCN3
84699.1	CREB3L3
7367.1	UGT2B17
2045.1	EPHA7
27079.1	RPUSD2
25891.1	PAMR1
56894.1	AGPAT3
57541.1	ZNF282
8022.1	LHX3
8647.1	ABCB11
84959.1	UBASH3B
8924.1	HERC2
3078.1	HFL1
84274.1	COQ5
23483.1	TGDS
29916.1	SNX11
8320.1	EOMES
147495.1	APCDD1
51639.1	SF3B14
1421.1	CRYGD
1618.1	DAZL
11344.1	PTK9L
114908.1	TMEM123
3362.1	HTR6
966.1	CD59
2720.1	GLB1
2224.1	FDPS
23567.1	ZNF346
7917.1	BAT3
93965.1	IRX2
9923.1	ZBTB40
79031.1	PDCL3
5493.1	PPL
3705.1	ITPK1
22807.1	IKZF2
9783.1	RIMS3
283971.1	CLEC18C
64651.1	CSRNP1
11335.1	CBX3
89870.1	TRIM15
192283.1	PPP2R3B
3613.1	IMPA2
80023.1	NRSN2
10009.1	ZBTB33
1173.1	AP2M1
